Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
1,0,0.582000,0.792000,0.9,0.55
2,0,0.533500,0.792000,0.9,0.6
3,0,0.485000,0.792000,0.9,0.58
4,0,0.485000,0.792000,0.9,0.55
5,0,0.533500,0.792000,0.9,0.52
6,0,0.630500,0.792000,0.9,0.48
7,0.05,0.727500,0.792000,0.9,0.42
8,0.15,0.824500,0.792000,0.9,0.38
9,0.3,0.873000,0.792000,0.9,0.35
10,0.45,0.892400,0.792000,0.9,0.32
11,0.55,0.873000,0.792000,0.9,0.3
12,0.6,0.853600,0.792000,0.9,0.28
13,0.55,0.824500,0.792000,0.9,0.3
14,0.45,0.795400,0.792000,0.9,0.32
15,0.3,0.776000,0.792000,0.9,0.35
16,0.15,0.824500,0.792000,0.9,0.38
17,0.05,0.921500,0.792000,0.9,0.42
18,0,0.950600,0.792000,0.9,0.48
19,0,0.921500,0.792000,0.9,0.52
20,0,0.873000,0.792000,0.9,0.55
21,0,0.824500,0.792000,0.9,0.58
22,0,0.727500,0.792000,0.9,0.55
23,0,0.630500,0.792000,0.9,0.52
24,0,0.582000,0.792000,0.9,0.5
25,0,0.485000,0.792000,0.9,0.45
26,0,0.465600,0.792000,0.9,0.48
27,0,0.436500,0.792000,0.9,0.5
28,0,0.436500,0.792000,0.9,0.48
29,0,0.485000,0.792000,0.9,0.45
30,0.05,0.533500,0.792000,0.9,0.4
31,0.15,0.630500,0.792000,0.9,0.35
32,0.3,0.727500,0.792000,0.9,0.32
33,0.5,0.776000,0.792000,0.9,0.28
34,0.7,0.795400,0.792000,0.9,0.25
35,0.8,0.776000,0.792000,0.9,0.22
36,0.85,0.756600,0.792000,0.9,0.25
37,0.8,0.727500,0.792000,0.9,0.28
38,0.7,0.698400,0.792000,0.9,0.3
39,0.5,0.679000,0.792000,0.9,0.32
40,0.3,0.727500,0.792000,0.9,0.35
41,0.15,0.824500,0.792000,0.9,0.38
42,0.05,0.873000,0.792000,0.9,0.4
43,0,0.824500,0.792000,0.9,0.45
44,0,0.776000,0.792000,0.9,0.48
45,0,0.727500,0.792000,0.9,0.45
46,0,0.630500,0.792000,0.9,0.42
47,0,0.533500,0.792000,0.9,0.4
48,0,0.504400,0.792000,0.9,0.38
49,0,0.388000,0.792000,0.9,0.08
50,0,0.368600,0.792000,0.9,0.1
51,0,0.339500,0.792000,0.9,0.08
52,0,0.339500,0.792000,0.9,0.06
53,0.05,0.388000,0.792000,0.9,0.05
54,0.15,0.436500,0.792000,0.9,0.06
55,0.3,0.533500,0.792000,0.9,0.08
56,0.5,0.630500,0.792000,0.9,0.1
57,0.7,0.679000,0.792000,0.9,0.08
58,0.85,0.727500,0.792000,0.9,0.06
59,0.95,0.776000,0.792000,0.9,0.05
60,1,0.824500,0.792000,0.9,0.06
61,0.95,0.795400,0.792000,0.9,0.08
62,0.85,0.776000,0.792000,0.9,0.08
63,0.7,0.756600,0.792000,0.9,0.1
64,0.5,0.727500,0.792000,0.9,0.12
65,0.3,0.776000,0.792000,0.9,0.1
66,0.15,0.824500,0.792000,0.9,0.08
67,0.05,0.795400,0.792000,0.9,0.06
68,0,0.727500,0.792000,0.9,0.08
69,0,0.630500,0.792000,0.9,0.1
70,0,0.533500,0.792000,0.9,0.08
71,0,0.436500,0.792000,0.9,0.06
72,0,0.407400,0.792000,0.9,0.05
73,0,0.533500,0.792000,0.9,0.5
74,0,0.504400,0.792000,0.9,0.55
75,0,0.485000,0.792000,0.9,0.58
76,0,0.485000,0.792000,0.9,0.55
77,0.02,0.533500,0.792000,0.9,0.5
78,0.08,0.601400,0.792000,0.9,0.45
79,0.18,0.698400,0.792000,0.9,0.4
80,0.32,0.795400,0.792000,0.9,0.35
81,0.48,0.853600,0.792000,0.9,0.32
82,0.62,0.873000,0.792000,0.9,0.3
83,0.72,0.853600,0.792000,0.9,0.28
84,0.78,0.824500,0.792000,0.9,0.3
85,0.72,0.795400,0.792000,0.9,0.32
86,0.62,0.776000,0.792000,0.9,0.35
87,0.48,0.795400,0.792000,0.9,0.38
88,0.32,0.824500,0.792000,0.9,0.4
89,0.18,0.873000,0.792000,0.9,0.45
90,0.08,0.921500,0.792000,0.9,0.5
91,0.02,0.892400,0.792000,0.9,0.52
92,0,0.853600,0.792000,0.9,0.55
93,0,0.795400,0.792000,0.9,0.58
94,0,0.727500,0.792000,0.9,0.55
95,0,0.659600,0.792000,0.9,0.5
96,0,0.582000,0.792000,0.9,0.48
97,0,0.465600,0.792000,0.9,0.42
98,0,0.436500,0.792000,0.9,0.45
99,0,0.407400,0.792000,0.9,0.48
100,0,0.407400,0.792000,0.9,0.45
101,0.05,0.465600,0.792000,0.9,0.4
102,0.12,0.533500,0.792000,0.9,0.35
103,0.25,0.630500,0.792000,0.9,0.32
104,0.42,0.727500,0.792000,0.9,0.28
105,0.58,0.795400,0.792000,0.9,0.25
106,0.72,0.824500,0.792000,0.9,0.22
107,0.82,0.795400,0.792000,0.9,0.25
108,0.88,0.756600,0.792000,0.9,0.28
109,0.85,0.727500,0.792000,0.9,0.32
110,0.75,0.698400,0.792000,0.9,0.35
111,0.6,0.698400,0.792000,0.9,0.38
112,0.42,0.727500,0.792000,0.9,0.4
113,0.25,0.795400,0.792000,0.9,0.42
114,0.12,0.853600,0.792000,0.9,0.45
115,0.05,0.892400,0.792000,0.9,0.48
116,0,0.853600,0.792000,0.9,0.5
117,0,0.795400,0.792000,0.9,0.48
118,0,0.727500,0.792000,0.9,0.45
119,0,0.659600,0.792000,0.9,0.42
120,0,0.562600,0.792000,0.9,0.4
121,0,0.436500,0.792000,0.9,0.06
122,0,0.407400,0.792000,0.9,0.08
123,0,0.388000,0.792000,0.9,0.1
124,0,0.388000,0.792000,0.9,0.08
125,0.05,0.436500,0.792000,0.9,0.06
126,0.12,0.504400,0.792000,0.9,0.08
127,0.25,0.601400,0.792000,0.9,0.1
128,0.42,0.698400,0.792000,0.9,0.08
129,0.58,0.756600,0.792000,0.9,0.06
130,0.7,0.795400,0.792000,0.9,0.08
131,0.78,0.776000,0.792000,0.9,0.1
132,0.82,0.756600,0.792000,0.9,0.08
133,0.75,0.727500,0.792000,0.9,0.1
134,0.62,0.698400,0.792000,0.9,0.12
135,0.45,0.698400,0.792000,0.9,0.1
136,0.28,0.756600,0.792000,0.9,0.08
137,0.12,0.824500,0.792000,0.9,0.1
138,0.05,0.853600,0.792000,0.9,0.08
139,0,0.824500,0.792000,0.9,0.1
140,0,0.756600,0.792000,0.9,0.12
141,0,0.679000,0.792000,0.9,0.1
142,0,0.601400,0.792000,0.9,0.08
143,0,0.533500,0.792000,0.9,0.06
144,0,0.465600,0.792000,0.9,0.05
145,0,0.485000,0.792000,0.9,0.45
146,0,0.465600,0.792000,0.9,0.48
147,0,0.436500,0.792000,0.9,0.5
148,0,0.436500,0.792000,0.9,0.48
149,0.02,0.485000,0.792000,0.9,0.45
150,0.08,0.533500,0.792000,0.9,0.4
151,0.18,0.601400,0.792000,0.9,0.35
152,0.32,0.698400,0.792000,0.9,0.32
153,0.48,0.756600,0.792000,0.9,0.3
154,0.6,0.795400,0.792000,0.9,0.28
155,0.68,0.776000,0.792000,0.9,0.3
156,0.72,0.727500,0.792000,0.9,0.32
157,0.65,0.698400,0.792000,0.9,0.35
158,0.52,0.698400,0.792000,0.9,0.38
159,0.35,0.727500,0.792000,0.9,0.4
160,0.18,0.795400,0.792000,0.9,0.42
161,0.08,0.853600,0.792000,0.9,0.4
162,0.02,0.853600,0.792000,0.9,0.38
